"","專利號","公司全名","更新日期","計算終止日","申請日","獲證日","標題","專利摘要","主分支","公開發行","技術大類","PR","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","區域"
"493","TW202429190A","日商東京威力科創","2025-09-19","2025-09-15","2023-09-05",NA,"在光敏有機金屬氧化物上形成防濕層的方法","各種方法實施例係提供以在利用EUV微影術對EUV活性光阻膜進行圖案化之前，在該EUV活性光阻膜上形成防濕層。根據一個實施例，本文所揭示的方法係可以在半導體基板的表面上形成EUV活性光阻膜，以及在利用EUV微影術對EUV活性光阻膜進行圖案化以在基板表面上形成經圖案化光阻之前，在該EUV活性光阻膜上形成含有烴聚合物的防濕層。在一些實施例中，在EUV活性光阻膜形成在第一烴聚合物層上之前，可以在基板表面上形成第一烴聚合物層。透過在EUV活性光阻膜上方和/或下方提供烴聚合物層，所揭示的方法係透過保護EUV活性光阻膜的上/下表面免於經歷不期望的化學反應，從而改善EUV活性光阻膜的性能。","branch",NA,"先進材料與奈米科技",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"494","TW202429203A","LAM RESEARCH CORPORATION","2025-09-19","2025-09-15","2023-09-19",NA,"用以減少EUV光阻之劑量大小的烘烤敏感性下層","本文提供的是沉積在基板與成像層之間的圖案化結構底層，該底層係具有於極紫外微影術中有用的化學易變且可活化的鍵。在存在熱、氧化性氣體和/或惰性氣體的情況下，反應性部分可以從底層的可活化鍵釋放而進入上方的成像層中。","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"495","TW202429204A","日商日產化學","2025-09-19","2025-09-15","2023-12-04",NA,"保護膜形成用組成物","一種針對半導體用濕蝕刻液之保護膜形成用組成物，其係含有：        成分（A）：膜形成成分；        成分（B）：三唑化合物（B-1）、四唑化合物（B-2）、具有兩個以上酚性羥基之化合物（B-3）、及具有兩個以上非酚性羥基之化合物（B-4）中至少任一種；以及        成分（C）：溶劑。","branch",NA,"半導體結構與製程",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"496","TW202429205A","鴻揚半導體","2025-09-19","2025-09-15","2023-01-11",NA,"半導體結構的製造方法","一種半導體結構的製造方法包含在半導體基板上塗佈光阻層；對光阻層曝光；以攝氏20度至攝氏25度範圍中的溫度對光阻層進行顯影，使光阻層形成複數個區段，其中區段的底面的寬度在1微米至1.1微米的範圍中。","branch",NA,"半導體結構與製程",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"497","TW202429206A","日商佳能","2025-09-19","2025-09-15","2023-08-08",NA,"基板保持裝置、基板保持方法及微影裝置","一種基板保持裝置，具有吸附並保持基板的保持部；可將前述保持部上的前述基板壓向前述保持部側，將前述基板進行吸附；具有判定部，前述判定部，基於第1資訊及第2資訊，針對將前述基板壓向前述保持部側進行決定，前述第1資訊包含和前述基板的變形容易度相關的資訊，前述第2資訊包含和前述基板的翹曲量相關的資訊。","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"498","TW202429210A","美商應用材料","2025-09-19","2025-09-15","2023-09-08",NA,"用於EUV微影術之真空烘烤","本文中描述一種用於執行曝光後烘烤操作之方法及設備。在基板上之光阻劑曝光之後，在烘烤製程期間加熱基板以促進對阻劑的保護。在真空環境中在次大氣壓的壓力下執行烘烤製程。在以減少的壓力進行烘烤之後，使基板冷卻。在次大氣壓的壓力下執行冷卻製程。在環境壓力下執行阻劑之進一步顯影。","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"499","TW202429216A","荷蘭商ASML荷蘭公司","2025-09-19","2025-09-15","2023-11-28",NA,"夾具及其製造方法","本發明提供一種方法，其包括藉由將一夾具之一第一層及一第二層加熱至一至少700℃之保持溫度而接合該第一層及該第二層，在一保持時間段期間將該第一層及該第二層維持在該保持溫度，及在該保持時間已過去之後在一冷卻時間段內以一最大20℃/小時之一冷卻速率冷卻該第一層及該第二層。

A method includes bonding a first layer and a second layer of a clamp by heating the first layer and the second layer up to a holding temperature of at least 700 ℃,","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"500","TW202429217A","荷蘭商ASML荷蘭公司","2025-09-19","2025-09-15","2023-12-14",NA,"物件台","本發明提供一種物件台，其包含：一基底，其具有一平坦表面；一基板支撐件或圖案化裝置支撐件，其包含一夾具及一組瘤節，該等瘤節自該夾具延伸且具有鄰近於該基底之該平坦表面的遠端；其中，該物件台進一步包含：一順應層，其安置於該等瘤節遠端與該基底之該平坦表面之間；及一摩擦層，其與該順應層接觸。","branch",NA,"半導體設備",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"501","TW202429221A","日商東京威力科創","2025-09-19","2025-09-15","2023-09-18",NA,"基板處理方法及基板處理系統","本發明所揭示之基板處理方法包含：步驟(a)，其係對基板之含金屬抗蝕劑進行濕式顯影；及步驟(b)，其係對含金屬抗蝕劑進行乾式顯影。含金屬抗蝕劑包含經曝光之第1區域及未經曝光之第2區域。於步驟(a)中，將第1區域及第2區域中之一區域於該一區域之厚度方向上局部地去除。於步驟(b)中，去除上述一區域之剩餘部分。","branch",NA,"印刷電路板",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"502","TW202429340A","QUALCOMM INCORPORATED","2025-09-19","2025-09-15","2023-10-31",NA,"基於機器學習的占位柵格生成","在一些方面，一種設備可以接收與車輛和幀集合相關聯的感測器資料。設備可以使用第一姿勢來聚合與幀集合相關聯的感測器資料以生成聚合幀，其中，聚合幀與單元格集合相關聯。設備可以獲得單元格集合中的每個單元格的相應占位標記的指示，其中，相應占位標記包括第一占位標記或第二占位標記，並且其中，單元格集合中的單元格子集與第一占位標記相關聯。設備可以使用與聚合幀相關聯的資料來訓練機器學習模型，以基於損失函數來生成占位柵格，損失函數僅計算單元格子集中的相應單元格的損失。描述了許多其他方面。","decline",NA,"電機機械",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"503","TW202429390A","美商高通科技公司","2025-09-19","2025-09-15","2023-11-23",NA,"用於對特徵描述符進行聚類和匹配的裝置和方法","提供了用於對在各種系統中使用的圖像特徵描述符進行聚類和匹配的方法、系統和裝置。例如，計算設備從遠程設備接收位置。計算設備將第一聚類程序應用於與該位置相關聯的多個描述符以決定若干描述符聚類。計算設備還將第二聚類程序應用於該若干描述符聚類，以決定針對該若干描述符聚類中的每一個的描述符聚類中心。此外，計算設備產生表徵多個描述符與描述符聚類中心之間的相似性的描述符聚類資料。計算設備然後向遠程設備發送描述符聚類資料。遠程設備可以基於描述符聚類資料將描述符與描述符聚類中心進行匹配。","decline",NA,"邊緣運算",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"504","TW202429451A","荷蘭商艾瑟雷拉人工智慧公司","2025-09-19","2025-09-15","2023-11-13",NA,"記憶體及記憶體內處理器","一種用於一記憶體內運算裝置中之記憶器包含一儲存胞元矩陣陣列，各儲存胞元用於儲存一二進位胞元信號，並且各儲存胞元包含連接在一第一供應電位與一胞元信號節點之間的一高保持器支路、採用並聯方式連接至該高保持器支路之一強制高支路、連接在該胞元信號節點與一第二供應電位之間的一低保持器支路、以及採用並聯方式連接至該低保持器支路之一強制低支路。這些切換支路各包含等傳導類型之堆疊式MOS開關。該高保持器支路之該等堆疊式MOS開關屬於與該低保持器支路之那些堆疊式MOS開關之傳導性類型相反之一傳導性類型。該胞元信號係分接為該胞元信號節點與該第二供應電位之間的一電位差。一反相胞元信號係從一反相器回授以平行地閘控該高保持器支路及該低保持器支路之該等第一MOS開關。為了在一所選取矩陣列中每行寫入遮罩該等儲存胞元中之任何一者，用以產生並提供該等第一及第二位元狀態控制信號，以便在要遮罩之該儲存胞元之該矩陣行中，將該強制高支路(108)之該第二MOS開關(108.2)及該強制低支路(112)之該第二MOS開關(112.2)置於其相應非導通狀態。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"505","TW202429460A","大陸商長江存儲科技有限責任公司","2025-09-19","2025-09-15","2023-07-07",NA,"NAND記憶體的基於虛擬資料的讀取參考電壓搜索","一種方法包括：以讀取參考電壓執行單讀取操作以檢測來自記憶體單元的位元，虛擬資料預先被程式設計到記憶體單元中；基於預設讀取參考電壓和虛擬資料的已知值確定記憶體單元的原始位元；比較檢測位元和原始位元以確定與具有從高於讀取參考電壓移位元到低於讀取參考電壓的閾值電壓的記憶體單元相對應的較高狀態失敗位元數目（FBC）和與具有從低於讀取參考電壓移位元到高於讀取參考電壓的閾值電壓的記憶體單元相對應的較低狀態FBC；當較高狀態FBC與較低狀態FBC之間的差小於閾值時，將讀取參考電壓確定為最佳讀取參考電壓。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"506","TW202429461A","大陸商長江存儲科技有限責任公司","2025-09-19","2025-09-15","2023-07-07",NA,"存儲系統、記憶體控制器、存儲器件及其讀取方法","一種記憶體控制器，耦合至包括存儲單元的陣列的存儲器件，每個存儲單元被設置為處於與一段N位元資料相對應的        個狀態之一，N是大於1的整數，並且存儲單元的陣列被劃分成一個或多個單元裝置。記憶體控制器被配置為在執行指令時：從存儲器件獲得該一個或多個單元裝置中的單元裝置中處於        個狀態中的一個或多個經程式設計狀態的存儲單元的數量        ；基於數量        來計算相對於預設讀取電壓具有偏移的、經補償的讀取電壓；以及向存儲器件提供經補償的讀取電壓，用於對在一個或多個單元裝置中的單元裝置中的存儲單元中的所選擇的存儲單元執行的讀取操作。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"507","TW202429462A","慧榮科技","2025-09-19","2025-09-15","2023-08-18",NA,"快閃記憶體控制器、快閃記憶體裝置及快閃記憶體裝置的方法","一種快閃記憶體控制器，用於儲存裝置中，並通過特定的通訊介面耦接到儲存裝置的快閃記憶體裝置。快閃記憶體控制器通過特定的通訊介面向快閃記憶體裝置發送注入除錯資訊的命令訊號，以配置快閃記憶體裝置的除錯電路的操作，使除錯電路自動產生從快閃記憶體控制器發出的注入除錯資訊的命令訊號的存取操作的除錯資訊，將快閃記憶體裝置產生的除錯資訊通過輸入/輸出控制電路和特定的通訊介面傳送給快閃記憶體控制器，而不控制快閃記憶體裝置的儲存單元陣列產生存取失敗錯誤。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"508","TW202429463A","慧榮科技","2025-09-19","2025-09-15","2023-08-21",NA,"快閃記憶體控制器、快閃記憶體裝置及快閃記憶體裝置的方法","一種快閃記憶體控制器，用於儲存裝置中，並通過特定的通訊介面耦接到儲存裝置的快閃記憶體裝置。快閃記憶體控制器通過特定的通訊介面向快閃記憶體裝置發送一注入錯誤資訊的設置特徵訊號，以配置快閃記憶體裝置的除錯電路的操作，使除錯電路自動產生從快閃記憶體控制器發出的存取命令訊號的一存取操作的除錯資訊，將快閃記憶體裝置產生的除錯資訊通過輸入/輸出控制電路和特定的通訊介面傳送給快閃記憶體控制器，實際控制快閃記憶體裝置的儲存單元陣列產生存取失敗錯誤。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"509","TW202429464A","慧榮科技","2025-09-19","2025-09-15","2023-10-27",NA,"快閃記憶體裝置、快閃記憶體裝置的方法以及快閃記憶體控制器","一種快閃記憶體控制器，用於儲存裝置中，並通過特定的通訊介面耦接到儲存裝置的快閃記憶體裝置，快閃記憶體控制器通過特定的通訊介面向快閃記憶體裝置發送注入除錯資訊的設置特徵訊號，以配置快閃記憶體裝置的除錯電路的操作，使除錯電路自動產生對快閃記憶體裝置的存取操作的除錯資訊，快閃記憶體控制器發出的存取命令訊號，將快閃記憶體裝置產生的除錯資訊通過輸入/輸出控制電路和特定的通訊介面傳送給快閃記憶體控制器，而不控制快閃記憶體裝置的儲存單元陣列產生存取失敗錯誤。","main",NA,"記憶體與儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
